text,predicted_label
emang itu kenapa?,0
ga pernah se shock ini gwee bejirrr 😞😞😞,0
2:13:21 UGH IKUT DEG DEG AN😢😢😢😢,0
MCnya suami mokondo,0
Co gw sampe nagis😭😭😭😭😭😭,0
"Ga pernah gagal sih Pikabuu kalo bikin game. Horor nya tuh bukan kek setan/hantu yang supranatural, melainkan setan yang berwujud manusia. 😭 Game ini bukan untuk mengajak jud*l, tapi sebagai pelajaran agar terhindar darinya. Sesusah-susahnya ekonomi kalian plisss jangan pernah nyentuh yg namanya jud*l sama pinjol. Kasian orang² terdekat kalian juga bakal kena imbasnya ❤ Betul apa yg dikatain Bang Windah diakhir video, awalnya sakit hati dan marah bgt waktu Beni ""menjual"" istri & anaknya, tapi di akhir jadi pengen nangis liat H-1nya 😭",1
"tapi kan sebelumnya monsternya monster fiksi
emang kreatif aja sih pikabuu dari game pertama horror fiksi setengah komedi inovasi jadi ngangkat masalah penting di indonesia, keluarga yg kena akibat penjudi",0
benci bgtt sm manusia manusia yang kyk gni. stop guys ayoo kitaa be open minded don't fall into things like this!!,0
Suami idaman❤🥰,0
Sumpah bang windah KLO main game kek gini mendalami banget kgk jadi aktor aja bang  🤣,0
"Makasih bang udah mainin game horror indonesia terbaik sepanjang sejarah industri game indonesia 
Alur cerita gamenya benar² bagus 
Aku suka game horror indonesia❤",1
"Sory bg, gabisa nonton sampe selesai, gua nonton replaynya aja udu gakuat bg😢",0
"NOOOO, BANG WINDAH AKU NANGIS 😭😭😭😭😭😭😭😭😭😭😭",0
Bang kamu gila main Game ginian 😢,0
"bang gua nonton yang ending jadi mual bener bener takut, stress bgt ni game :( gila sih yg buat bener bener relate",0
serius ada org yang begini? pemikiran nya gimana sih heran gw,0
Game terbagus sepanjang sejarah,1
16:20 bapak main buah😂,0
🥲,1
"aku baru tau wkwk di baca nya wek kewek kewek banh, makasih",0
Makasih ya bang windah uda hadir di dunia ini. Aku lagi sedih tapi larinya selalu ke bang windah. Walaupun yg ku tontonin ini game jancok tapi aku tetep seneng bang windah hadir. Sehat sehat  yah bang windah ❤❤❤,0
"That ""ganteng ganteng basudara""",0
Ini film ny tidak ada hantu kn?,0
"Kalau aku, gak suka sama game yang hadiah uang, uang, uang!!!!",0
emangnya kaila dan nadia di apain ama cowok itu,0
emangnya kaila dan nadia di apain ama cowok itu,0
emangnya kaila dan nadia di apain ama cowok itu,0
Berenti judiii gaesss judi itu permainan buat orang kaya bukan buat orang miskin yg mempertaruhkan semuahnyaaaaa PAHAM,1
pls siapapun bilang ini bukan dari kisah nyata pls,0
"game ini lebih horror dr game horror yg ada setan""nya",1
"Bang kayak nya yg buat game bukan jenius, tapi berpengalaman😢",0
Bang aku menangis nontonnya,0
"stream pertama yang bener bener nguras energi gua dari emosi,sedih,terharu,semua campur aduk,karna gua pernah ada diposisi si kaila dimana keluarga harus jauh jauhan ibu ayah gua kerja untuk bayar utang  sedangkan disini gua dan Ade gua yang Masi 6 taun udah kehilangan sosok ibu jadii buat kalian yang masi pinjol utang rentenir sama jud jud stop guys selain kalian yang ancur orang terdekat kalian juga ikut ancur",0
Peak acting,0
41:29 detik² face reveal,1
game masterpiece,1
4 Ribu dulu sama sekarang beda bang,0
1:14:50 WWKWKWKW SERU BGT,0
"wahhh ini keren, eh bukan, ini KEREN BANGET GAMENYA banyak banget pelajaran yang bisa diambil dari game ini, game Joy Kreatif never fail. Bener bener pengaruh judjud dan pinjol sangat berbahaya apalagi yang ga bersalah ikut terkena imbasnya yaitu keluarga😢😢 pokoknya ini game keren banget sih, endingnya itu bener bener BAGUS sekaligus bisa memotivasi orang orang agar tidak terpengaruh judjud dan pinjol.",1
W Ending 6/6,0
"49:50 Suami Idaman, Mtane 💀",0
Jangann,1
STOP JUDI!,1
Betull udinn,1
someone's life btw😂✌🏻,1
Bapakku pemain juda susah bgt nyadarinnya😢😢,0
"Itulah alasannya mengapa Kratos menghabisi Zeus tanpa ampun, untuk memperingatkan kita agar tidak main judi online 😂😂😂",1
1:50:38 itu squid game bokeb kah?,0
"Wah gila ini kena banget ke hati gua😭

STOP JUDI GUYS",0
mending istri pak beni buat gw aja😏,0
"Bapaku dulu pemain judi online,tapi Alhamdulillah sekarang sudah ga main gituan lagi,dan Alhamdulillah nya bapa ku ga sampe kelilit hutang",0
"good for u kenzo, semoga istiqomah dan bahagia buat sekeluarga",0
Beuhh terngiang ngiang gw💔🥹,0
Paham,0
56:08 kaya kenal,0
1:53:12,1
Bg game nya dari banget kan aku jadi takut😢,0
Asam lambung gua sampai kumat 😢,0
49:11  cocok jadi pemeran sinetron,0
ajg bapak gw main judol+pinjol😭,0
bang jangan kaget banyaj bapak yg kaya gitu bahkan lebih parah wkwk,0
Kaila mirip emaknya Daniel,0
Pengen di apain tu kaila nya kayanya sus walaupun serem🗿,0
Bang kapan kapan coba panggil mama agnes dengan sebutan dek ya 😅 pengen liat reaksinya 😊,0
w game!,0
12:22 BLA BLA BLA BLE BLE BLE BLU BLU BLU,1
pengen nangis rasanya);,0
Gg bettttttt woyyyyyyyyy🥺👏,1
"Gua rutin bg baca berita harian ,dan memang bener bener ada kejadian kayak gitu meskipun gak mirip paling 80/100 lah sisanya di modifikasi sama JOYKREATIF ,respect Terutama sama bg Joy Dan ke dua respect bngt sama bg Windah lo ,udah nyelametin puluhan ribu orang ,Gua Harap bg windah gak sekedar menghibur tapi juga mengedukasi juga ke adik adik ,TERIMAKASOH BANG 🙏",0
20/100 si joykreatif ngarang beberapa hal yang mana? seperti organ ginjal yang diambil paksa kah,0
Doble w game bro😮,0
beni anjjj,1
gw yg raja iblis aja kena mental anjg nontonnya,0
gelisah bngt nonton nya😭,0
"BEST GAMEE COK, AK SMPE NANGIS🥹",0
"Yadi gntng tuh,btw stop judy yp",0
wallahi im finished,0
W GAME EVER INDO🔥🙌🏻,1
"bang aku nangis, game nya bagus bangetttt:((((((",0
Ini adalah game terbaik yang pernah saya tonton😢❤❤,0
W game,1
best gameeeee 👏👏👏👏👏👏👏 bang windah juga KEREN BGTT mainnya bener bener top bgt bang windah. love u bang windah,1
Super hentai🤨🤨🤨,1
Mantap judi dan pinjol mMpusss 😂😂,1
"W developer, W brando mendalami peran🎉",0
"Masterpiece game broo👑👑👑👑, banyak banget pesan moral di setiap ending gamenya, script cerita dibuat dnegan hatii🔥🔥",1
Absolute cinema✋😢🤚,1
Batre hpnya gak abis abis pas lgi main 😂,0
Makasih ya bang  karena sudah memberikan ending terbaik,0
AYAHH GILAAA!!,0
aku nangis bang windah 😢,0
"Sesabar itu gila istrinya ,nemenin suami nya pas nyadar kalo jud1 itu tidak membuat mu kaya melainkan membuatmu semakin terpuruk lebih dlam. Ak jg punya tmn yg ampe hmpir msuk penjara dan terpaksa jual rumah",0
nangis banget ama ending 6😢,0
8:17 gw cuma seribu 20 gw tabung🗿,0
2:07:56 awokawokawoak inisial GI tuh,0
Akoakaoa gelembung sahabat,0
"marriage is scary, what if he changes like beni💔",0
Absolute cinema,1
1:40:40,1
Ada aku,0
Orang yang ga layak hidup yaitu orang kecanduan judi dan pinjol mungkin kalaupun di bunuh kita dpt pahala,0
"ayahku pejudi,tapii semenjak hpnya akuu rusakin alhamdulilah udah ga main lagii😅",0
ga nyaman bgt jing liat end 6,0
fears to fathom tidak seepik ini bro,0
Ohh god.,0
terlalu mengahayati bang,0
mewek bgt liat endingnya🥹🥹🥹,0
8:19 aku lebih parah malah 2 ribu sampe kelas 3,0
Gila coo maknanya gak ekspek gw game sebagus ini underated,0
semangat yaa bang windah 🎉,0
game nya bagus bang windah aku suka😆,0
tapi saya tidak menyukai jud* nya karena sangat merugikan,0
game penuh makna😢,0
"walaupun ini bukan game hantu,tapi ini lebih horor dari game hantu😢",0
Bangg sapa aku banggg,0
"27:08 aduh rekk 
30:55 😹
31:47 jangan bawel 😡☝🏻
34:50 tmbh bkin bad mood ajahh 🤬🤬
43:44 😭",0
squid game 🗿,1
"bru kali ini nonton flim horor ny bg Winda, sampe panik, keringet dingin, karena perdebatan suami istri",0
Bangg kenapa udah end gak semua ending terungkap loh,0
Semua gara2 teman bamgsatnya itu,0
Sesudah nonton game ini. Gw jadi takut sama jud sama pinjol.makasih bang gue dapat pelajaran dari game ini😢😊,0
"NORMALISASIKAN STOP JUDI!!!!
Bahaya bgt kalo udah kecanduan judi astaga gw ae liatnya ga tega ngeliat ormg yg udh berkeluarga fapi main judi",0
"oke, janji bg, gw bakal unfriend temen yg kek gitu",0
"Keren bg windah pembawaanya,emosi keseluruhan game dapat gua juga ikut  stress gara-gara scene duit habis😂",0
emng se serem itu jud jud dan pin pin😢😢😢😢,0
What a game,0
STOP JUDI!,1
2:13:04 DARK BANGET INI MAH😨,0
Suami idaman ❤❤❤❤❤❤❤❤❤,0
gg bang,0
W STREAM W GAME,1
BANGG AKUU NANGISS 😢,0
2:11:51,1
baru kali ini nonton bang windah nangiss 2:17:04 2:17:08,0
Gacorrrr kang windahh,1
klo gacha skin cs2 juga judi bang?,1
2:11:51,1
gw lihat ini gk enak makan 3 hari 😢,0
Horor yang sesungguhnya 😮😮,0
game nya seruuuu,1
"Cuman game ini yg bikin gua horror bnget,krn berdasarkan kehidupan nyata.kalian jgn suka judi ygy,apalagi tuh dikomen tiktok atau yt biasanya ada aja yg komen.jgn percaya ygy,kerja yg halal aja❤",0
"Makasih yah bg windah,udh mau main game ini.spy bisa nyadarin orang,pokoknya bang windah emng the best❤",0
Suami idaman polsek,1
"top 3 orang susah dinasehatin:
1.perokok
2.pejudi
3.pezina",1
4.adik saya,0
​ @fswuth waduhh🗿🥀,0
 @fswuth  Kakak saya,0
​ @fswuth 5 org pacaran,0
Cara counter zina gimana,0
 @Soygerman14   disakitin bang,0
"​ @Soygerman14 gaada kecuali iman,hawa nafsu dosa terkuat",0
"menghindari yg namanya pacaran bg, jaga nafsu juga. mending perbanyak ibadah biar terhindar dari hal gituan​ @Soygerman14 ",0
​ @Soygerman14 inget dosa,0
​ @nofitaandriyani1833 mana pernah inget mreka 😂,0
ayah aku perokok tapi ga pernah judi sama zina,0
​ @ainibocilcaper  lah ini yg di sekolahan Ketapang kan,0
​ @MuhamadAlwi-dz3wy iye kau siape?,0
​ @ainibocilcaper ga jdi kirain,0
4. Mabuk agama,1
Awas banyak para mabok agama yg anti kritik ​@Gameonly-z9i,1
"​@Gameonly-z9i mabuk agama maksudmu gimana ya?, kalimat mabuk agama itu gak ada sebenernya
,haduh dasar wibu nolep tukang ngabisin beras rumah😂",0
4. Peminum,0
4.pmo,1
"​ @zakyaditya7637  kalo yang itu mereka sadar mereka salah, tapi rata rata g bisa lawan nafsunya",0
​ @FuiqoiTheKnight betul sekali,0
"​ @zakyaditya7637  pmo itu nama kegiatan, bukan pelaku",0
"​​ @zakyaditya7637 njirr itu beda lagi, selama ada batas yg wajar gak apa2",0
"Bapak ku perokok tapi gak penjudi sama pezina, gimana berhentiinn nya ya?",0
​ @shinwisp  rampas rokoknya👍,0
​ @shinwisp perokok kl mau tobat hrs sakit sakitan menderita dulu,0
4. Bang windahh,0
Horeg,1
pejudi nomer 1🗿,1
Raja terakhir😂​ @littledudul6862 ,0
Tukang ngoplo,0
​ @gin4280 bener tuh,0
4. Pembkp,0
​ @ghaisanTZY udah ada no. 3,0
​ @ghaisanTZY udah ada no. 3,0
​ @ghaisanTZY udah ada no. 3,0
​ @ghaisanTZY udah ada no. 3,0
​ @ghaisanTZY udah ada no. 3,0
Berawal dari iseng iseng,0
Pengocok handal juga susah🗿,0
4. Pendukung Prabowo,1
Dan beni ada semua itu.,0
"Top 3 orang susah diajak berpikir kritis

1. Pendukung Anies
2. Pendukung Prabowo
3. Pendukung Ganjar",1
4. Bocil ngeyel di stream bang windah,0
jngn penasaran n jangan mau tau,0
-pecandu garam china,0
Perokok masih bisa dinasehatin yang susah pemabuk,0
Setuju,0
"kalo perokok masih bisa di nasehatin bang, walaupun susah,tapi kalo judi sama zina,itu susah yang dia pikirin kesenengannya,bukan kesedihannya",1
Pencoli,0
"Pezina malah ngatain ntar ""gak usah sok suci gak usah urusin dosa orang""",1
wkwkwk takutnyee​ @Thanos-x7s ,1
"4.pendukung zionis (isreal) apalagi inisial monique, kasih fakta gak mempan 😂",0
5 narkoba,0
4. Pemabuk,0
4 pemabuk,0
32:19 for real,0
Ya lagi😞,0
Dosa besar kalo mau berhenti effort nya juga harus besar ga bole setengah setengah,0
"Kalau rokok gk ngaruh,",1
"ngaruh bg, misal gajinya dikit+orang susah, buat makan sama kebutuhan jg ngepas eh malah keselip buat beli rokok malah rugi dong apalagi rokok sekarang mahal buat makan sama kebutuhan aja masih susah+belum lagi resiko kesehatan nantinya itu jg belum uang buat berobat @FjrRezki",0
​@iKeizyn rokok itu cuma 20k ketimbang skincare,0
​@FjrRezki20k jg sebulan emang cukup sebungkus doang? dah lah males debat sm perokok percuma,0
"nah bener, pokoknya hal yang berbau negatif itu susah di nasehati",0
mantan gw banget pliss,0
Penghoetang juga ga siechh,0
"pejudi no 1, klo peroko masih bisa dikit dikit",1
4.Basis,0
"Untung bapak ku gaperna judi atau gak ngerokok paling ngerokok gak sering sering terus gaperna zina, cuma ya kenapa bapak ku suka banget mancing dari kecil aku emang di rawat sama orang tua ku tapi pekerjaan bapak ku kan ngejahit baju di jakarta tapi kenapa kalau pulang kerumah selalu mancing di sungai gatau tapi kalau pulang selalu bawa ikan terus makan sama keluarga",1
4.pemerkosa,0
4.manusia yg ngerasa paling bener,0
kalo gak dikasih miskin penjudi kagak bisa di counter,1
Harta tahta wanita nieh pahami 3 hal ini cil bukan rokok!,0
"hdeh maaf tua, itu slogan jg baru muncul sekitar 2021😂, kan emang bener perokok susah dinasehatin dia bakal nyesel pas udh kena hikmahnya ​ @estavista3312 ",0
Yg bner kamu,0
4. Windah 😂,0
4. pemabuk,0
5 skincare,1
 @RmnMon Skincare ga bawa dampak negatif kocak:face-blue-smiling:,0
Narkoba,0
Coli gak ngaku​ @agakgabut1 ,0
4. Pecinta son horeg,1
"- Perampas hak orang lain (koruptor)
- Penghasut (Provokator)
- Pendongeng (tukang ghibah)
- Pencitraan
Dll",0
lah yang peroko emang knpa?,0
mending peroko ka dari pada penjudi,0
4. Toreh diri,0
pemabuk,0
4. Pemain epep,0
Banyak billioner perokok semua njir,0
4.PMO,1
Pemabuk satu lagi,0
4. Peselingkuh,0
"harusnya nomor 1 pacaran, kalo pacaran ujung ujungnya zina",0
rill sih,0
mang eak?,0
Pecandu paling top 1,0
pezina? emang ada orang kaya gitu?,0
4.sdm rendah,0
Benci banget sama penjudi,0
"Tidak semudah itu ferguso, kau pikir hidup dan dunia itu sederhana? Btw gw ga ngebela penjudi yah, kalo penjudi juga gw ogah",1
"Kurang,ada lagi,yang pemabuk dan yang suka buang sampah sembarangan juga",0
bener,0
4.bahlil,0
"itu semua sama, turunan dari ""ADIKSI""",0
mereka gk akan sadar sebelum meninggal kak :) kalaupun sadar itu hanya keajaiban,0
"4. orang pacaran, sorry ya bukan apa apa",0
orang pacaran,0
"perokok kalau udah sakit ,bakal berhenti kalau judi mana ada sakit😂",0
Judi emang main nya gimana kak?,1
​ @Njzzzadfdds123 mending GK usah tau judi tuh gimana cara main nya😌,0
"​ @Njzzzadfdds123 
jangan tanya dan jangan cari tau.",0
​Main ke masuk neraka ​ @Njzzzadfdds123 ,1
"Knpa lu nanya​, gausah tau biar ga nyoba @Njzzzadfdds123 ",1
"​ @Njzzzadfdds123  itu yang dimainin sama bang windah itu, kayak gacha, untung atau rugi, tapi jangan coba coba",0
Betul bangettt anj,1
bapa gua tuh perokok😂,0
iya lgi iya lgi,0
"Perokok jangan di sangkut pautkan ,ga masalah kalo perokok kocakk ,yang bikin mati tuh penjudi,main cewe,utang",1
 @RizkiFaizal-fj9ty  perokok ga masalah? kocak bang,0
"​ @RizkiFaizal-fj9ty lah muncul contohnya, emang gk bisa di bilangin perokok mah😅",0
"hdeh merokok jg buat kematian bg, klo lu merasa tersinggung yaudah itu terserah lu tp faktanya perokok memang rata' susah dibilangin, malah baru nyeselnya pas usia tua nanti​ @RizkiFaizal-fj9ty ",1
"​ @RizkiFaizal-fj9ty bang itu tulisannya yang ""susah dinasehatin"" bukan yang paling dosa yang mana, kan emg rokok ga baik buat kesehatan dan org² yg merokok kan emang susah diingetin.",0
" @RizkiFaizal-fj9ty  bener aja, perokok paling susah dinasehatin, lu contohnya

pantes ditaro nomor 1 perokok",0
"Lebih horor daripada horor, sakit bet bang🙂💔💔",0
Free Palestine,0
Oumaga!!!,0
STOPPP JUDI,1
bagus bangett gilaaa,0
what a game,0
Iya bang stop judi ❤,1
sedih cuy,0
"bang jangan dihapus dulu ya, aku mau kirim ke bapakku",0
semangat filo semoga tersadarkan,0
bener bener stream ter epik😢❤,0
Ngeri efek dari judi di simulasi in di ni game  😢,1
nangis bgt ending terakhir,0
Bang tv squid game apk kucing bg😂,1
7:09 paakah akan jadi stiker🗿,0
2:14:48 BANG AKU NANGIS😢😢😢,0
hlo bg,0
Bang aku nangis,0
gw nangis kayak 4 kali,0
papah ku juga main itu gimana ya cara hentiin nya?☹️,0
Bawa bapa mu ke polsek aja dek,0
bang aku sedih 😢,0
kena mental aku bang,0
"MAU SEMISKIN MISKINNYA KALIAN JANGAN PERNAH SENTUH YANG NAMANYA JUDI/PINJOL, KARNA ITU BAKAL HANCURIN DIRI KALIAN, JADI DEPRESI, DAN JADI SEPERTI BENI❤",1
Haha mukanya penyok,1
Gilaa ini game bagus banget anjir cok double W buat bg joykeratif,1
KERENN,0
Waahhhh game gilaa 🎉🎉,1
WHAT A GAME 😢😢😢,1
Bang udah bang judi nya,1
"Bg lu masuk TV bg
Gw nonton kemaren
Malam",0
"Bg lu masuk TV bg
Gw nonton kemaren
Malam",0
Kocak banget pas bang windah ngudud awokawok,0
Gila keren banget ini game🎉,1
STOP JUDI!!,1
"Bang windah tiap main keren banget ,mendalami peran ❤❤",0
1:23:32,1
hallo bang windah,0
aloo bg seperti biasa makin ganteng aj bg 🤭,0
bang windah sehat selalu ya terimakasih udah memberikan hiburan sama kita semua,0
Ending terakhir dark bngt😭 emosiii,0
"Beni anj 
W Nadia",0
2:17:07 bang aku menangis 😭😭😭,0
GAMEE GILA YA ALLAH,0
2:06:38,1
GG bang pikabuu,1
resah gua nonton nya 🥲,0
W game 🔥🔥,1
W joykeratif,1
YADI ANJG,1
Waduh judi 😅 Semoga orang orang di dunia ini memusnahkan situs judi ya 😖,1
Amiiin,0
Bang Brando kenapa bang sering dipanggil Brando?,0
Sanguku 5rb,0
gelisah bgt nonton nya :'0,0
Gilaaa inget ya teman² judi samsek tidak menguntungkan hanya menghabiskan uang doang jadi stopp judi,1
mantap bang,0
ga tega jir gw liat nya🥲,0
"bang ini masih mending, coba baca berserk. abang auto hancur dan meleleh hidupnya",1
Berserk itu fiktif ini reality,1
"​​ @jeffreyyuh.5283  yasih gw liat bang windah langsung hancur njir gegara gak tahan liat vibe dark. yang gw maksud vibe darknya cui. gw tahu ini fiksi, cuman ya liat windah gak tahan dark gini kocak njir akwiwiw gimana pula dia baca berserk wkwkwk",0
gua salut sama developer nya!!,0
Ada bg,0
"JANGAN JUDI STOP JUDI. BANDAR ITU GA AKAN RUGI YG RUGI KALIAN, KALIAN NONTON DI YOUTUBE JUDULNYA MEREKA GA TAKUT KALIAN MENANG , MEREKA HANYA TAKUT KALIAN BERENTI , JADI STOP JUDI TEMAN TEMAN",0
"sumpah ini game dark bgt,sedihh jirr gw mau nangisss😔",0
"ini nih serem banget jir, soalnya ini bisa kejadian ke siapa aja,, semoga kalian yg hobi judi segera tobat yaa",0
"sakit si liat sampe anak istri di jual, ending nya nyesek banget, salut buat pikabu, bikin game sambil mengingat kan satu sama lain😢👍🏻",0
"SEDIHH BANGET IHH,  semangat bg windahh🎉❤",0
Mendalami banget perannya 😭,0
Kabur,0
lebih horor dari segala hantu jir. GG developer,0
sumpah scene hari-1 hampir gw nangis jirr,0
Gk kuat nonton sampai habis😭,0
judi simulator,0
Agak mirp kehidupan bapak aku :(,0
guys inget ya ini CUMA GAME ga ush di tiru atau coba coba karena kecanduan judi tuh bnr bnr rugi,0
W game 👏👏,1
gila cuy epic,1
"PELAJARAN DARI GAME INI , JANGAN  COBA"" MAIN JUDI + PINJOL KLO HIDUP KALIAN TIDAK MAU HANCUR KARNA HUTANG",0
"""tidak ada pria yg takut sama istri hanya ada pria yg hormati wanita""

Ipman",0
"Kisah nya mirip bgt sama tetangga ku bg, hobi jud jud sampai lupa dunia, cerai sama isteri, depresi karena utang ujung ujungnya bumdir 😢",0
astaga semoga jadi pelajaran buat tetangga tetannga almarhum,0
"​​ @Chilky-106 iya bg padahal idupnya udh enak jadi satpam gaji gede, mau aj masuk lingkaran hitam, awalnya iseng2 coba coba malah kebablasan mana anaknya masih kecil² 😢",0
WHAT A GAMEE!,1
5:43,1
stop jud*l demi masa depan yang lebih baik,0
Aku bocil pengen di sapa bang windah😂😊,0
"Buat developer nya keren bngt, nntn ini ke trigger bangett",0
"GG BANGET GAME NYA BANG BRANDO, BANYAK BANGET ARTI DARI GAME INI, DARI BERBAGAI ASPEK YANG DAPAT MEMBUAT SISTEM DI KEHIDUPAN PRIBADI MENJADI RUSAK DAN LEBUR, W GAME",1
What a game 👏🏻🙀,1
Menhayati banget perannya mas windah,0
"Judi ini aslinya untuk orang orang kaya yang uang nya itu aman jadinga mereka judi, nah entah kenapa orang orang yang ekonomi nya itu gak sebagus orang kaya, malah main kek gini",0
Beni harus pakek pesawat merah dan pintu crash😂,0
Udah happy ending swbelum main judi,1
Bang gw nangis gara gara ini,0
32:20 foto Mulyono njir 💀,0
Mohon doa nya untuk adik perempuan ku satu²nya yg udah pergi rabu kemarin🙏🏻😭,0
Smg diterima yang maha kuasa,0
semoga diberikan  ketabahan bagi anda dan sekeluarga,0
Terimakasih semuanya🙏🏻,0
"PEAKabuu, keren bgt gamenya🤯🤯, W JoyKeratif and Stream",1
"bunyi token nya anjr bet, emak gw kena prank njr🗿🗿🗿",0
gw juga ngiranya suara token rumah gw njir🗿,0
wwkwokowkowkkow,1
Si BRANDO lagi PDKT sama siapa hayooo😂,0
gelisah bgt nontonnya,0
bakal gua rewatch terus sihhhhh ini gg bettuuulllll,1
Beni namaku coook,0
WHATTT A GAMEEEEE,1
Kirain cuma kisah ternyata my kisah,0
"Sama bg, sekarang uang jajan ku tiap hari 5k, tapi aku tidak menggunakannya",0
"apasi bocil end live, padhal ini kan emg dari game-nya buat nyelesain ending",1
W Game,1
kesini gara-gara tiktok😭,0
sedihh bangodd😢,0
Bener banget kemarin pagi pagi aku scroll tiktok ada vidio tentang banyak YouTubeer yang memainkannya,0
dari sini kita tau alasan kenapa fls3n aja ikut menghimbau bahayanya judi online,0
fls3n siapa?,0
​ @Chilky-106 festival lomba seni,0
Gw yang Mak bapa gw cerai❤,0
Ending 1 sama 2 di menit berapa sih?,0
aku nangis bang pas ending 6,0
Mental guwaaaaaa😫😫😫😫!!!!!!!!!!!,0
"1:28:56  Bad ending.
""JUDI itu bukan solusi tetapi, itu adalah akhir dari solusi.

2:14:49  gg  moment 😢",1
Finally  game horor indooo🎉😻,1
2:07:24  wah gila beni,0
*kailanya ada?*😱😰☠️,0
GAME PALING HOROR SE INDONESIAAA 😢😢,0
Stop judi sebelum kamu yang menyesal,1
mbledos,1
PECAH BNGT TANGIS GW DI 2:17:30,0
"Bang iklannya banyak banget si 🥲
Di setiap momen penting lagi",0
32:08 perfect interact 😂,1
Gila ga kuat sama end yg ke 6😢,0
"😭guw gamau liat Nadia jdi melampiaskan jdi wanita murqhan is ,soalnya pcr gua namanya juga sama aku mau membahagiakannya 🎉🎉🎉🎉",0
sakit ni game,0
"ini, game horor paling horor yang pernah aku tonton, jujur bang keren bgt bang game nya",1
Game ini pelajarin bahwa jangan main judi dan sebagainya.judi sangat rugi bahwa sudah kecanduan,1
22:58 super apa bg🗿,0
Sentai kepleset dikit😂,0
Emang faktanya si josep admin slot kamboja cik😹,1
aku gk pernah judi bg windah🥰🥰😘😘😘🥰🥰🥰🥰😘😘🥰🥰😘😘😍😍,1
Bg lu mendingan 4 rebo lah gw 2 anj🥲,0
bang windah aku gak kuat,0
"gila si, btw makasih bg udh mainin game ini jgn lupa istirahat",1
Renternir mirip saitama,0
This is REAL HORROR GAME! W JoyKeratif dan WindahBasudara,1
omongan ortunya aja ga di denger apalagi temen😭,0
W,1
this is someone's life btw 💔,0
What a game pikabuu 10000000000/10😮,0
Dek itu panggilan sayang,0
"game nya bisa membawa penonton untuk masuk ke alur critanya, W joykreatif",1
"GG,gilakk ini harus jadi  game of the year sihh🥹",0
Maaf banget telat nonton tapi w streaming,0
2:08:51 Bang pls takut bgt njg😢,0
Kalo ada yang sadar itu ada squid game versi beda universe di menit 1:49:14,0
Makasih bg dah buat aku trauma soal judi,1
1:47:58 soft spoken mode😂,0
"W game 
W story
W pesan moral👍",0
"Emang sebenar judi haram dalam agama mau islam dan hindu, tapi ingat Judi itu hanyalah tipu muslihat, Karena Judi, Kek Bandar judi itu kayak pintar IT tapi disalah gunakan buat merugikan orang lain.",1
"Storyline: 10000/10
grafik: 8/10

""GAME OF THE YEAR""",1
makasih bang udah mempermainkan game ini biar mencotohkan orang lain dengan benar biar ga kayak keluarga saya yang persis seperti ini kecuali yang per BO an☺,0
COYYYY GUE NANGIIISSSSSSS DI HARI -1 YA ALLAH SEBAGUS DAN SEKEREN ITUUUU GAME NYAAA 😭😭😭😭😭😭,0
Disturbing bang gamenya,0
"W BESAR BUAT DEVNYA , NUSUK BANGET KE HATI",0
w untuk pikabuu💯🔥,1
"keren bgt ni game sumpahHHhhhHHhhhH, game of the year.",1
Sedih banget gamenya 😢😢😢,0
"W game bener bener developer jenius,apa jadinya jika didanai dan diperbagus grafik nya bener bener ga afa kurang",0
Emang lagi trending game horror grafik aala pixel gini,0
"justru kalau grafiknya realistik feel relatenya malah kurang menurut gw
tapi w opinion",0
@dromp woy bang maen gc 😂😂,0
"stopp judii woyy, lu pikir judi tuh bikin kaya? gaa yee yang ada bikin luu miskin, kesusahan, utang yang numpuk. lu mau taro muka di mana di depan sodara keluarga lu hah?",1
TEMEN SAYA PERNAH TAPI SEKARANG ALHAMDULLILAH UDAH NGGA,0
jangan di tiru ya adik adik itu cuma game,1
Gg,1
"Sumpah Bang baru kali ini gwa nontonin stream lu, malah trauma. Mental gwa diaduk2 liatin ceritanya. Anjng lah game paling dark, depressed, dan terhoror seantero game horor lain bang. Braru kali ini nonton videonya Bang Windah bukan terhibur malah ikutan depresi. Btw dollar ijo aman kah bang?",1
gw dapet iklan sih tapi ga jamin,0
"Uang sekolah gw 2rb bang waktu sd, ampe gw lulus pun ttp 2rb:)
Tapi gw ttp bersyukur dan uang gk gw jajanin, gw jajanin pas dirumah dan kdng temen"" ngasih gw jajanan mereka, saling kongsi dulu. Jaman"" yg sangat indah yg pernah gw rasain",0
aku takut bang 😭😭😭,0
Dabel yu windah🤭👑,0
Gilaa gokil bnget bg game nya relate bgt sama kejadian di indo sekarang siapapun developer nya patut di apresiasi 🥰🥰🥰🥰,1
bang aku kenal mental di ending ke 6😭💔,0
konsep horor yg sebenarnya,0
"bangg, i am so proud of you",0
"Stop judi, semakin kalian kecanduan semakin kalian sadar kalo judi membuat kita gila, stres , sampe bunudiri, karna apa?, karna stress banyak utang kesana kesini, dan berhenti lah saat ini sebelum terlambat 😊",0
W maestro windah Basudara👏,0
"baru kali ini game indo bener2 bikin wow, banyak pesan2 terselip di game ini. keren develop nya, sukses terus🥰",0
"Nah kalo game indo begini aku suka karna relate sama kebiasaan masyarakat odni yang gak sadar2. Lebih bagus game tentang kehidupan begini dibanding yang hantu2 biasa banget, seram juga kagak hantunya. Yang horor misteri begitu biar game luar aja.",1
